store_id,sku_id,date,sales_qty,day_of_week,is_weekend,is_holiday,temperature,rainy,inventory_level,supplier_delay,restock_qty
S1,SKU1,2024-02-07,10,2,0,0,33.29731011407475,0,100,0,0
S1,SKU1,2024-02-08,13,3,0,0,33.0678629276531,0,87,1,0
S1,SKU1,2024-02-09,20,4,0,0,17.18857068988447,0,67,0,0
S1,SKU1,2024-02-10,23,5,1,0,19.150869250768537,0,44,0,0
S1,SKU1,2024-02-11,20,6,1,0,22.364793942450945,0,124,0,100
S1,SKU1,2024-02-12,19,0,0,0,31.187812048576514,0,105,0,0
S1,SKU1,2024-02-13,18,1,0,0,27.495477804709648,0,87,0,0
S1,SKU1,2024-02-14,12,2,0,0,28.802829688293226,0,75,1,0
S1,SKU1,2024-02-15,16,3,0,0,34.90934685081566,0,59,0,0
S1,SKU1,2024-02-16,17,4,0,0,20.03737513871138,1,42,0,0
S1,SKU1,2024-02-17,25,5,1,0,24.275443199221105,0,117,0,100
S1,SKU1,2024-02-18,21,6,1,0,29.340727452779145,0,96,0,0
S1,SKU1,2024-02-19,11,0,0,0,31.354898257470403,0,85,0,0
S1,SKU1,2024-02-20,21,1,0,0,25.351644959797625,0,64,0,0
S1,SKU1,2024-02-21,18,2,0,0,22.799913603998224,0,46,0,0
S1,SKU1,2024-02-22,16,3,0,0,32.96807861144753,0,130,0,100
S1,SKU1,2024-02-23,23,4,0,0,29.112504338938972,0,107,0,0
S1,SKU1,2024-02-24,25,5,1,0,20.550936365862228,0,82,0,0
S1,SKU1,2024-02-25,24,6,1,0,34.91253235957366,0,58,0,0
S1,SKU1,2024-02-26,15,0,0,0,29.825433548022776,0,43,0,0
S1,SKU1,2024-02-27,18,1,0,0,31.8126169914685,0,125,1,100
S1,SKU1,2024-02-28,21,2,0,0,28.2322732205093,0,104,0,0
S1,SKU1,2024-02-29,24,3,0,0,23.99113701533865,0,80,0,0
S1,SKU1,2024-03-01,17,4,0,0,28.630758932249776,0,63,0,0
S1,SKU1,2024-03-02,19,5,1,0,33.69761944439841,1,44,0,0
S1,SKU1,2024-03-03,14,6,1,0,26.256768093461186,1,130,0,100
S1,SKU1,2024-03-04,14,0,0,0,22.817516163593755,1,116,0,0
S1,SKU1,2024-03-05,24,1,0,0,40.5215908033215,0,92,0,0
S1,SKU1,2024-03-06,26,2,0,0,28.50876015291002,0,66,0,0
S1,SKU1,2024-03-07,19,3,0,0,28.569191348275787,0,47,0,0
S1,SKU1,2024-03-08,25,4,0,0,26.497600501755503,0,122,0,100
S1,SKU1,2024-03-09,21,5,1,0,29.281915222557814,1,101,0,0
S1,SKU1,2024-03-10,16,6,1,0,14.041452965436864,0,85,0,0
S1,SKU1,2024-03-11,21,0,0,0,31.802712240988505,0,64,0,0
S1,SKU1,2024-03-12,27,1,0,0,30.62709539279487,0,137,0,100
S1,SKU1,2024-03-13,19,2,0,0,33.11690883251726,0,118,0,0
S1,SKU1,2024-03-14,27,3,0,0,28.62047614998099,0,91,0,0
S1,SKU1,2024-03-15,6,4,0,0,26.258828397097748,0,85,0,0
S1,SKU1,2024-03-16,24,5,1,0,33.224222816699466,1,61,0,0
S1,SKU1,2024-03-17,20,6,1,0,34.25675807353181,0,41,0,0
S1,SKU1,2024-03-18,18,0,0,0,26.176924885298284,0,123,0,100
S1,SKU1,2024-03-19,20,1,0,0,22.907460925104953,0,103,0,0
S1,SKU1,2024-03-20,10,2,0,0,27.582606422217367,0,93,0,0
S1,SKU1,2024-03-21,18,3,0,0,23.409158236446466,0,75,0,0
S1,SKU1,2024-03-22,21,4,0,0,27.059471014417202,0,54,0,0
S1,SKU1,2024-03-23,27,5,1,0,29.692036822069557,1,127,0,100
S1,SKU1,2024-03-24,17,6,1,0,22.769242362949075,0,110,0,0
S1,SKU1,2024-03-25,15,0,0,0,27.425566497064,0,95,0,0
S1,SKU1,2024-03-26,17,1,0,0,27.803950592862936,1,78,0,0
S1,SKU1,2024-03-27,24,2,0,0,32.08408731086948,0,54,0,0
S1,SKU1,2024-03-28,21,3,0,0,34.4920243921818,0,133,0,100
S1,SKU1,2024-03-29,17,4,0,0,26.11888035797916,1,116,0,0
S1,SKU1,2024-03-30,22,5,1,0,37.60804390407059,0,94,0,0
S1,SKU1,2024-03-31,20,6,1,0,31.14637221311838,0,74,0,0
S1,SKU1,2024-04-01,24,0,0,0,25.699761464354577,0,50,0,0
S1,SKU1,2024-04-02,16,1,0,0,26.02540690666131,0,134,0,100
S1,SKU1,2024-04-03,18,2,0,0,25.548588824198404,0,116,0,0
S1,SKU1,2024-04-04,18,3,0,0,25.232436347948322,0,98,0,0
S1,SKU1,2024-04-05,12,4,0,0,33.636220245211064,0,86,1,0
S1,SKU1,2024-04-06,21,5,1,0,31.66953473908509,0,65,0,0
S1,SKU1,2024-04-07,21,6,1,0,26.49415955013955,0,44,0,0
S1,SKU1,2024-04-08,20,0,0,0,24.30731980496249,0,124,0,100
S1,SKU1,2024-04-09,18,1,0,0,32.96223505608954,1,106,1,0
S1,SKU1,2024-04-10,12,2,0,0,28.43747097853837,0,94,0,0
S1,SKU1,2024-04-11,17,3,0,0,22.060706992927823,0,77,0,0
S1,SKU1,2024-04-12,18,4,0,0,16.94137468740265,0,59,0,0
S1,SKU1,2024-04-13,15,5,1,0,26.653754583340497,1,44,0,0
S1,SKU1,2024-04-14,19,6,1,1,28.9083535492046,1,125,0,100
S1,SKU1,2024-04-15,22,0,0,0,30.058884809335204,0,103,1,0
S1,SKU1,2024-04-16,29,1,0,0,34.923740644629845,0,74,0,0
S1,SKU1,2024-04-17,20,2,0,0,20.017025968234318,0,54,0,0
S1,SKU1,2024-04-18,21,3,0,0,28.48914607151134,0,133,0,100
S1,SKU1,2024-04-19,19,4,0,0,27.462059403016315,0,114,0,0
S1,SKU1,2024-04-20,10,5,1,0,22.941353174325503,0,104,0,0
S1,SKU1,2024-04-21,19,6,1,0,32.26719178889703,0,85,0,0
S1,SKU1,2024-04-22,20,0,0,0,26.480805902125574,0,65,0,0
S1,SKU1,2024-04-23,32,1,0,0,27.404416725960978,0,133,1,100
S1,SKU1,2024-04-24,19,2,0,0,23.925898680857458,0,114,0,0
S1,SKU1,2024-04-25,21,3,0,0,28.336693395270476,1,93,0,0
S1,SKU1,2024-04-26,19,4,0,0,30.32348211241149,1,74,0,0
S1,SKU1,2024-04-27,14,5,1,0,28.284934398888208,0,60,0,0
S1,SKU1,2024-04-28,25,6,1,0,31.497468822887797,1,135,0,100
S1,SKU1,2024-04-29,23,0,0,0,25.468498991653597,0,112,1,0
S1,SKU1,2024-04-30,23,1,0,0,30.749454354532947,0,89,0,0
S1,SKU1,2024-05-01,15,2,0,1,30.897460156054816,0,74,0,0
S1,SKU1,2024-05-02,27,3,0,0,30.181549848841676,0,47,0,0
S1,SKU1,2024-05-03,12,4,0,0,32.14266800327941,0,135,0,100
S1,SKU1,2024-05-04,22,5,1,0,25.579026001518905,1,113,0,0
S1,SKU1,2024-05-05,30,6,1,0,24.897212034255233,0,83,0,0
S1,SKU1,2024-05-06,15,0,0,0,24.129431129359062,0,68,1,0
S1,SKU1,2024-05-07,17,1,0,0,22.476290873809475,0,51,0,0
S1,SKU1,2024-05-08,20,2,0,0,24.85621904468066,0,131,0,100
S1,SKU1,2024-05-09,17,3,0,0,25.303576924446386,0,114,0,0
S1,SKU1,2024-05-10,12,4,0,0,24.158577483011975,0,102,0,0
S1,SKU1,2024-05-11,20,5,1,0,27.35149075415501,0,82,0,0
S1,SKU1,2024-05-12,14,6,1,0,21.167232330131878,0,68,0,0
S1,SKU1,2024-05-13,22,0,0,0,32.14134577648192,0,46,0,0
S1,SKU1,2024-05-14,15,1,0,0,26.949066370691455,0,131,0,100
S1,SKU1,2024-05-15,27,2,0,0,28.86772822033383,0,104,0,0
S1,SKU1,2024-05-16,16,3,0,0,22.740057490449505,0,88,0,0
S1,SKU1,2024-05-17,18,4,0,0,27.58042357808193,0,70,0,0
S1,SKU1,2024-05-18,24,5,1,0,30.03221495252881,1,46,0,0
S1,SKU1,2024-05-19,13,6,1,0,28.36144001783381,0,133,0,100
S1,SKU1,2024-05-20,21,0,0,0,32.92869301606616,0,112,0,0
S1,SKU1,2024-05-21,26,1,0,0,29.107156845479352,0,86,0,0
S1,SKU1,2024-05-22,11,2,0,0,20.98078866176436,0,75,0,0
S1,SKU1,2024-05-23,20,3,0,0,25.57170843041869,0,55,0,0
S1,SKU1,2024-05-24,21,4,0,0,22.306127341044373,0,134,0,100
S1,SKU1,2024-05-25,23,5,1,0,31.848762841647037,0,111,0,0
S1,SKU1,2024-05-26,13,6,1,0,27.53535864060251,0,98,0,0
S1,SKU1,2024-05-27,13,0,0,0,33.252203888479755,0,85,0,0
S1,SKU1,2024-05-28,22,1,0,0,21.227341053714298,0,63,0,0
S1,SKU1,2024-05-29,21,2,0,0,25.770616774446356,0,42,0,0
S1,SKU1,2024-05-30,21,3,0,0,29.182732171539307,0,121,0,100
S1,SKU1,2024-05-31,21,4,0,0,24.72130991364136,0,100,0,0
S1,SKU1,2024-06-01,16,5,1,0,14.36550742692206,0,84,0,0
S1,SKU1,2024-06-02,21,6,1,0,21.14549648780766,0,63,0,0
S1,SKU1,2024-06-03,21,0,0,0,34.37560709178379,0,42,0,0
S1,SKU1,2024-06-04,16,1,0,0,32.182488866386194,0,126,0,100
S1,SKU1,2024-06-05,29,2,0,0,18.581203441061383,1,97,1,0
S1,SKU1,2024-06-06,22,3,0,0,24.72033336605274,0,75,0,0
S1,SKU1,2024-06-07,14,4,0,0,28.071850252001198,1,61,0,0
S1,SKU1,2024-06-08,23,5,1,0,22.59739779588292,0,138,0,100
S1,SKU1,2024-06-09,15,6,1,0,25.26386693172948,0,123,0,0
S1,SKU1,2024-06-10,23,0,0,0,20.93623051585358,0,100,0,0
S1,SKU1,2024-06-11,25,1,0,0,37.34234919680095,0,75,0,0
S1,SKU1,2024-06-12,15,2,0,0,28.098214902431682,0,60,0,0
S1,SKU1,2024-06-13,24,3,0,0,25.51860248851744,0,136,0,100
S1,SKU1,2024-06-14,22,4,0,0,19.842305308381754,0,114,0,0
S1,SKU1,2024-06-15,24,5,1,0,26.223402239886425,0,90,0,0
S1,SKU1,2024-06-16,29,6,1,0,25.523029012385734,1,61,0,0
S1,SKU1,2024-06-17,18,0,0,0,23.934189252035708,0,43,0,0
S1,SKU1,2024-06-18,16,1,0,0,25.708700633253283,1,127,0,100
S1,SKU1,2024-06-19,15,2,0,0,21.73624475499991,0,112,0,0
S1,SKU1,2024-06-20,15,3,0,0,32.78824262491631,0,97,0,0
S1,SKU1,2024-06-21,19,4,0,0,32.09277021441548,1,78,0,0
S1,SKU1,2024-06-22,21,5,1,0,33.740233742316,1,57,0,0
S1,SKU1,2024-06-23,21,6,1,0,19.35329456304938,0,136,0,100
S1,SKU1,2024-06-24,24,0,0,0,36.9576709948997,0,112,0,0
S1,SKU1,2024-06-25,20,1,0,0,27.009016459710487,1,92,0,0
S1,SKU1,2024-06-26,27,2,0,0,20.950107075877114,0,65,0,0
S1,SKU1,2024-06-27,18,3,0,0,22.114527260273267,0,47,0,0
S1,SKU1,2024-06-28,33,4,0,0,27.287582818567667,0,114,0,100
S1,SKU10,2024-01-01,20,0,0,0,22.062449850285105,0,80,0,0
S1,SKU10,2024-01-02,12,1,0,0,33.549886314843356,0,68,0,0
S1,SKU10,2024-01-03,24,2,0,0,32.73129831391104,0,44,1,0
S1,SKU10,2024-01-04,16,3,0,0,27.002309309947044,0,128,0,100
S1,SKU10,2024-01-05,29,4,0,0,21.249229161566184,0,99,0,0
S1,SKU10,2024-01-06,25,5,1,0,29.50718186101543,0,74,0,0
S1,SKU10,2024-01-07,17,6,1,0,22.91077482490624,0,57,0,0
S1,SKU10,2024-01-08,26,0,0,0,26.377083628824586,0,131,0,100
S1,SKU10,2024-01-09,20,1,0,0,26.722306993439503,0,111,0,0
S1,SKU10,2024-01-10,24,2,0,0,23.2748200451688,1,87,0,0
S1,SKU10,2024-01-11,22,3,0,0,34.363733994890936,0,65,0,0
S1,SKU10,2024-01-12,15,4,0,0,24.393533539028084,0,50,0,0
S1,SKU10,2024-01-13,16,5,1,0,33.99298635339684,0,134,0,100
S1,SKU10,2024-01-14,25,6,1,0,28.21358648358568,0,109,0,0
S1,SKU10,2024-01-15,18,0,0,0,20.702478101282914,0,91,0,0
S1,SKU10,2024-01-16,17,1,0,0,27.078651074503803,1,74,0,0
S1,SKU10,2024-01-17,15,2,0,0,34.28710528115566,0,59,0,0
S1,SKU10,2024-01-18,22,3,0,0,26.8906500001568,0,137,0,100
S1,SKU10,2024-01-19,30,4,0,0,24.183276448054723,0,107,0,0
S1,SKU10,2024-01-20,14,5,1,0,32.480044699427566,0,93,0,0
S1,SKU10,2024-01-21,20,6,1,0,23.66359011511451,0,73,0,0
S1,SKU10,2024-01-22,27,0,0,0,13.523144364248708,1,46,1,0
S1,SKU10,2024-01-23,19,1,0,0,26.22226918025861,1,127,0,100
S1,SKU10,2024-01-24,22,2,0,0,27.385992364318852,0,105,0,0
S1,SKU10,2024-01-25,14,3,0,0,26.288778721842085,0,91,0,0
S1,SKU10,2024-01-26,22,4,0,1,27.982068236154074,1,69,0,0
S1,SKU10,2024-01-27,19,5,1,0,26.78243999446095,0,50,0,0
S1,SKU10,2024-01-28,24,6,1,0,23.168051603993305,1,126,1,100
S1,SKU10,2024-01-29,25,0,0,0,25.817190527731846,0,101,0,0
S1,SKU10,2024-01-30,32,1,0,0,30.197790707992635,0,69,0,0
S1,SKU10,2024-01-31,22,2,0,0,33.889612370162695,0,47,0,0
S1,SKU10,2024-02-01,21,3,0,0,21.690199230909442,0,126,0,100
S1,SKU10,2024-02-02,20,4,0,0,22.47894643591762,1,106,0,0
S1,SKU10,2024-02-03,18,5,1,0,30.978088994688633,0,88,0,0
S1,SKU10,2024-02-04,21,6,1,0,36.39199714254356,0,67,1,0
S1,SKU10,2024-02-05,18,0,0,0,24.749308194324147,0,49,0,0
S1,SKU10,2024-02-06,20,1,0,0,22.991392575024815,0,129,0,100
S1,SKU10,2024-02-07,26,2,0,0,33.29731011407475,0,103,0,0
S1,SKU10,2024-02-08,14,3,0,0,33.0678629276531,0,89,0,0
S1,SKU10,2024-02-09,25,4,0,0,17.18857068988447,0,64,0,0
S1,SKU10,2024-02-10,26,5,1,0,19.150869250768537,0,138,0,100
S1,SKU10,2024-02-11,19,6,1,0,22.364793942450945,0,119,0,0
S1,SKU10,2024-02-12,9,0,0,0,31.187812048576514,0,110,0,0
S1,SKU10,2024-02-13,16,1,0,0,27.495477804709648,0,94,1,0
S1,SKU10,2024-02-14,26,2,0,0,28.802829688293226,0,68,0,0
S1,SKU10,2024-02-15,19,3,0,0,34.90934685081566,0,49,0,0
S1,SKU10,2024-02-16,15,4,0,0,20.03737513871138,1,134,0,100
S1,SKU10,2024-02-17,17,5,1,0,24.275443199221105,0,117,1,0
S1,SKU10,2024-02-18,24,6,1,0,29.340727452779145,0,93,0,0
S1,SKU10,2024-02-19,22,0,0,0,31.354898257470403,0,71,0,0
S1,SKU10,2024-02-20,18,1,0,0,25.351644959797625,0,53,0,0
S1,SKU10,2024-02-21,18,2,0,0,22.799913603998224,0,135,0,100
S1,SKU10,2024-02-22,18,3,0,0,32.96807861144753,0,117,0,0
S1,SKU10,2024-02-23,15,4,0,0,29.112504338938972,0,102,0,0
S1,SKU10,2024-02-24,28,5,1,0,20.550936365862228,0,74,0,0
S1,SKU10,2024-02-25,18,6,1,0,34.91253235957366,0,56,1,0
S1,SKU10,2024-02-26,26,0,0,0,29.825433548022776,0,130,0,100
S1,SKU10,2024-02-27,27,1,0,0,31.8126169914685,0,103,0,0
S1,SKU10,2024-02-28,24,2,0,0,28.2322732205093,0,79,0,0
S1,SKU10,2024-02-29,17,3,0,0,23.99113701533865,0,62,0,0
S1,SKU10,2024-03-01,22,4,0,0,28.630758932249776,0,40,0,0
S1,SKU10,2024-03-02,19,5,1,0,33.69761944439841,1,121,0,100
S1,SKU10,2024-03-03,15,6,1,0,26.256768093461186,1,106,0,0
S1,SKU10,2024-03-04,21,0,0,0,22.817516163593755,1,85,0,0
S1,SKU10,2024-03-05,14,1,0,0,40.5215908033215,0,71,0,0
S1,SKU10,2024-03-06,25,2,0,0,28.50876015291002,0,46,0,0
S1,SKU10,2024-03-07,17,3,0,0,28.569191348275787,0,129,0,100
S1,SKU10,2024-03-08,21,4,0,0,26.497600501755503,0,108,0,0
S1,SKU10,2024-03-09,21,5,1,0,29.281915222557814,1,87,0,0
S1,SKU10,2024-03-10,18,6,1,0,14.041452965436864,0,69,0,0
S1,SKU10,2024-03-11,22,0,0,0,31.802712240988505,0,47,0,0
S1,SKU10,2024-03-12,17,1,0,0,30.62709539279487,0,130,1,100
S1,SKU10,2024-03-13,24,2,0,0,33.11690883251726,0,106,1,0
S1,SKU10,2024-03-14,13,3,0,0,28.62047614998099,0,93,1,0
S1,SKU10,2024-03-15,20,4,0,0,26.258828397097748,0,73,0,0
S1,SKU10,2024-03-16,29,5,1,0,33.224222816699466,1,44,0,0
S1,SKU10,2024-03-17,14,6,1,0,34.25675807353181,0,130,0,100
S1,SKU10,2024-03-18,16,0,0,0,26.176924885298284,0,114,0,0
S1,SKU10,2024-03-19,22,1,0,0,22.907460925104953,0,92,0,0
S1,SKU10,2024-03-20,20,2,0,0,27.582606422217367,0,72,1,0
S1,SKU10,2024-03-21,21,3,0,0,23.409158236446466,0,51,0,0
S1,SKU10,2024-03-22,22,4,0,0,27.059471014417202,0,129,0,100
S1,SKU10,2024-03-23,23,5,1,0,29.692036822069557,1,106,0,0
S1,SKU10,2024-03-24,25,6,1,0,22.769242362949075,0,81,1,0
S1,SKU10,2024-03-25,22,0,0,0,27.425566497064,0,59,0,0
S1,SKU10,2024-03-26,18,1,0,0,27.803950592862936,1,41,0,0
S1,SKU10,2024-03-27,23,2,0,0,32.08408731086948,0,118,0,100
S1,SKU10,2024-03-28,29,3,0,0,34.4920243921818,0,89,0,0
S1,SKU10,2024-03-29,19,4,0,0,26.11888035797916,1,70,0,0
S1,SKU10,2024-03-30,15,5,1,0,37.60804390407059,0,55,0,0
S1,SKU10,2024-03-31,25,6,1,0,31.14637221311838,0,130,0,100
S1,SKU10,2024-04-01,19,0,0,0,25.699761464354577,0,111,0,0
S1,SKU10,2024-04-02,9,1,0,0,26.02540690666131,0,102,0,0
S1,SKU10,2024-04-03,24,2,0,0,25.548588824198404,0,78,1,0
S1,SKU10,2024-04-04,17,3,0,0,25.232436347948322,0,61,0,0
S1,SKU10,2024-04-05,19,4,0,0,33.636220245211064,0,42,0,0
S1,SKU10,2024-04-06,21,5,1,0,31.66953473908509,0,121,0,100
S1,SKU10,2024-04-07,20,6,1,0,26.49415955013955,0,101,0,0
S1,SKU10,2024-04-08,23,0,0,0,24.30731980496249,0,78,0,0
S1,SKU10,2024-04-09,17,1,0,0,32.96223505608954,1,61,0,0
S1,SKU10,2024-04-10,22,2,0,0,28.43747097853837,0,139,0,100
S1,SKU10,2024-04-11,18,3,0,0,22.060706992927823,0,121,0,0
S1,SKU10,2024-04-12,23,4,0,0,16.94137468740265,0,98,0,0
S1,SKU10,2024-04-13,23,5,1,0,26.653754583340497,1,75,0,0
S1,SKU10,2024-04-14,15,6,1,1,28.9083535492046,1,60,0,0
S1,SKU10,2024-04-15,25,0,0,0,30.058884809335204,0,135,0,100
S1,SKU10,2024-04-16,17,1,0,0,34.923740644629845,0,118,0,0
S1,SKU10,2024-04-17,24,2,0,0,20.017025968234318,0,94,0,0
S1,SKU10,2024-04-18,21,3,0,0,28.48914607151134,0,73,0,0
S1,SKU10,2024-04-19,29,4,0,0,27.462059403016315,0,44,0,0
S1,SKU10,2024-04-20,18,5,1,0,22.941353174325503,0,126,1,100
S1,SKU10,2024-04-21,18,6,1,0,32.26719178889703,0,108,0,0
S1,SKU10,2024-04-22,19,0,0,0,26.480805902125574,0,89,0,0
S1,SKU10,2024-04-23,18,1,0,0,27.404416725960978,0,71,0,0
S1,SKU10,2024-04-24,23,2,0,0,23.925898680857458,0,48,0,0
S1,SKU10,2024-04-25,11,3,0,0,28.336693395270476,1,137,0,100
S1,SKU10,2024-04-26,14,4,0,0,30.32348211241149,1,123,0,0
S1,SKU10,2024-04-27,14,5,1,0,28.284934398888208,0,109,0,0
S1,SKU10,2024-04-28,24,6,1,0,31.497468822887797,1,85,0,0
S1,SKU10,2024-04-29,28,0,0,0,25.468498991653597,0,57,0,0
S1,SKU10,2024-04-30,19,1,0,0,30.749454354532947,0,138,0,100
S1,SKU10,2024-05-01,19,2,0,1,30.897460156054816,0,119,0,0
S1,SKU10,2024-05-02,20,3,0,0,30.181549848841676,0,99,1,0
S1,SKU10,2024-05-03,25,4,0,0,32.14266800327941,0,74,0,0
S1,SKU10,2024-05-04,15,5,1,0,25.579026001518905,1,59,0,0
S1,SKU10,2024-05-05,21,6,1,0,24.897212034255233,0,138,0,100
S1,SKU10,2024-05-06,24,0,0,0,24.129431129359062,0,114,0,0
S1,SKU10,2024-05-07,22,1,0,0,22.476290873809475,0,92,1,0
S1,SKU10,2024-05-08,20,2,0,0,24.85621904468066,0,72,0,0
S1,SKU10,2024-05-09,25,3,0,0,25.303576924446386,0,47,0,0
S1,SKU10,2024-05-10,6,4,0,0,24.158577483011975,0,41,0,0
S1,SKU10,2024-05-11,23,5,1,0,27.35149075415501,0,118,0,100
S1,SKU10,2024-05-12,16,6,1,0,21.167232330131878,0,102,0,0
S1,SKU10,2024-05-13,10,0,0,0,32.14134577648192,0,92,0,0
S1,SKU10,2024-05-14,22,1,0,0,26.949066370691455,0,70,0,0
S1,SKU10,2024-05-15,26,2,0,0,28.86772822033383,0,44,0,0
S1,SKU10,2024-05-16,19,3,0,0,22.740057490449505,0,125,0,100
S1,SKU10,2024-05-17,24,4,0,0,27.58042357808193,0,101,0,0
S1,SKU10,2024-05-18,28,5,1,0,30.03221495252881,1,73,0,0
S1,SKU10,2024-05-19,26,6,1,0,28.36144001783381,0,47,0,0
S1,SKU10,2024-05-20,28,0,0,0,32.92869301606616,0,119,0,100
S1,SKU10,2024-05-21,23,1,0,0,29.107156845479352,0,96,0,0
S1,SKU10,2024-05-22,20,2,0,0,20.98078866176436,0,76,0,0
S1,SKU10,2024-05-23,11,3,0,0,25.57170843041869,0,65,1,0
S1,SKU10,2024-05-24,18,4,0,0,22.306127341044373,0,47,0,0
S1,SKU10,2024-05-25,15,5,1,0,31.848762841647037,0,132,1,100
S1,SKU10,2024-05-26,30,6,1,0,27.53535864060251,0,102,0,0
S1,SKU10,2024-05-27,19,0,0,0,33.252203888479755,0,83,0,0
S1,SKU10,2024-05-28,20,1,0,0,21.227341053714298,0,63,0,0
S1,SKU10,2024-05-29,22,2,0,0,25.770616774446356,0,41,1,0
S1,SKU10,2024-05-30,20,3,0,0,29.182732171539307,0,121,0,100
S1,SKU10,2024-05-31,28,4,0,0,24.72130991364136,0,93,0,0
S1,SKU10,2024-06-01,16,5,1,0,14.36550742692206,0,77,0,0
S1,SKU10,2024-06-02,20,6,1,0,21.14549648780766,0,57,0,0
S1,SKU10,2024-06-03,16,0,0,0,34.37560709178379,0,41,0,0
S1,SKU10,2024-06-04,13,1,0,0,32.182488866386194,0,128,0,100
S1,SKU10,2024-06-05,16,2,0,0,18.581203441061383,1,112,0,0
S1,SKU10,2024-06-06,19,3,0,0,24.72033336605274,0,93,0,0
S1,SKU10,2024-06-07,17,4,0,0,28.071850252001198,1,76,0,0
S1,SKU10,2024-06-08,16,5,1,0,22.59739779588292,0,60,0,0
S1,SKU10,2024-06-09,12,6,1,0,25.26386693172948,0,48,0,0
S1,SKU10,2024-06-10,19,0,0,0,20.93623051585358,0,129,0,100
S1,SKU10,2024-06-11,12,1,0,0,37.34234919680095,0,117,0,0
S1,SKU10,2024-06-12,23,2,0,0,28.098214902431682,0,94,0,0
S1,SKU10,2024-06-13,20,3,0,0,25.51860248851744,0,74,0,0
S1,SKU10,2024-06-14,12,4,0,0,19.842305308381754,0,62,0,0
S1,SKU10,2024-06-15,18,5,1,0,26.223402239886425,0,44,0,0
S1,SKU10,2024-06-16,16,6,1,0,25.523029012385734,1,128,0,100
S1,SKU10,2024-06-17,21,0,0,0,23.934189252035708,0,107,0,0
S1,SKU10,2024-06-18,26,1,0,0,25.708700633253283,1,81,1,0
S1,SKU10,2024-06-19,10,2,0,0,21.73624475499991,0,71,0,0
S1,SKU10,2024-06-20,20,3,0,0,32.78824262491631,0,51,0,0
S1,SKU10,2024-06-21,19,4,0,0,32.09277021441548,1,132,0,100
S1,SKU10,2024-06-22,23,5,1,0,33.740233742316,1,109,0,0
S1,SKU10,2024-06-23,21,6,1,0,19.35329456304938,0,88,0,0
